Sample_Number,Hour,Load_L1,Load_L2,Load_L3,Wind_W1,Wind_W2
511,2,70,20,70,10,10
511,3,150,20,70,10,10
511,4,150,20,70,10,10
511,5,150,150,150,10,10
511,6,20,20,150,10,10
511,7,150,150,70,10,10
511,8,70,20,70,10,10
511,9,20,20,70,10,10
511,10,20,20,70,10,10
511,11,20,150,70,10,10
511,12,20,70,70,10,10
511,13,70,70,150,10,10
511,14,20,70,70,10,10
511,15,150,20,20,10,10
511,16,150,150,20,10,10
511,17,20,20,150,10,10
511,18,20,150,150,10,10
511,19,150,150,70,10,10
511,20,70,70,150,10,10
511,21,20,20,20,10,10
511,22,150,70,150,10,10
511,23,150,20,70,10,10
512,0,20,20,150,10,10
512,1,20,20,150,10,10
512,2,20,150,150,10,10
512,3,20,20,20,10,10
512,4,150,150,70,10,10
512,5,150,20,20,10,10
512,6,150,150,20,10,10
512,7,20,150,20,10,10
512,8,70,20,20,10,10
512,9,20,150,20,10,10
512,10,20,70,20,10,10
512,11,150,150,150,10,10
512,12,20,20,70,10,10
512,13,150,150,150,10,10
512,14,70,150,150,10,10
512,15,150,70,20,10,10
512,16,20,20,150,10,10
512,17,150,70,150,10,10
512,18,70,150,20,10,10
512,19,70,150,20,10,10
512,20,70,70,150,10,10
512,21,20,150,70,10,10
512,22,150,20,150,10,10
512,23,20,150,150,10,10
513,0,20,20,150,10,10
513,1,20,20,70,10,10
513,2,20,150,150,10,10
513,3,20,20,150,10,10
513,4,20,150,150,10,10
513,5,150,70,150,10,10
513,6,150,70,70,10,10
513,7,70,70,150,10,10
513,8,70,70,150,10,10
513,9,70,150,70,10,10
513,10,150,70,70,10,10
513,11,150,150,150,10,10
513,12,70,150,150,10,10
513,13,150,70,150,10,10
513,14,150,20,150,10,10
513,15,20,150,150,10,10
513,16,20,150,70,10,10
513,17,70,70,20,10,10
513,18,70,70,70,10,10
513,19,150,70,150,10,10
513,20,20,70,150,10,10
513,21,20,70,150,10,10
513,22,20,20,150,10,10
513,23,20,20,150,10,10
514,0,150,70,20,10,10
514,1,70,70,20,10,10
514,2,20,150,20,10,10
514,3,150,70,20,10,10
514,4,20,150,20,10,10
514,5,150,20,150,10,10
514,6,70,20,70,10,10
514,7,70,20,70,10,10
514,8,150,20,20,10,10
514,9,20,150,150,10,10
514,10,20,70,70,10,10
514,11,20,70,70,10,10
514,12,150,20,20,10,10
514,13,20,150,70,10,10
514,14,20,70,150,10,10
514,15,150,20,20,10,10
514,16,150,70,70,10,10
514,17,20,20,150,10,10
514,18,20,150,20,10,10
514,19,20,70,150,10,10
514,20,70,70,150,10,10
514,21,20,150,150,10,10
514,22,150,20,20,10,10
514,23,150,20,20,10,10
515,0,150,150,20,10,10
515,1,150,70,70,10,10
515,2,70,20,20,10,10
515,3,20,150,150,10,10
515,4,70,70,150,10,10
515,5,70,20,70,10,10
515,6,70,150,150,10,10
515,7,150,20,150,10,10
515,8,70,150,150,10,10
515,9,70,70,20,10,10
515,10,150,20,150,10,10
515,11,20,70,70,10,10
515,12,70,150,150,10,10
515,13,70,150,150,10,10
515,14,70,20,150,10,10
515,15,150,150,20,10,10
515,16,70,150,150,10,10
515,17,70,20,150,10,10
515,18,70,70,20,10,10
515,19,70,150,20,10,10
515,20,150,20,70,10,10
515,21,150,20,70,10,10
515,22,20,150,70,10,10
515,23,150,70,70,10,10
516,0,150,70,70,10,10
516,1,20,20,150,10,10
516,2,150,20,20,10,10
516,3,150,20,150,10,10
516,4,20,20,20,10,10
516,5,70,20,70,10,10
516,6,20,150,70,10,10
516,7,20,150,150,10,10
516,8,70,70,20,10,10
516,9,150,70,150,10,10
516,10,150,70,70,10,10
516,11,20,150,20,10,10
516,12,70,150,20,10,10
516,13,20,70,150,10,10
516,14,150,150,150,10,10
516,15,150,20,70,10,10
516,16,150,20,150,10,10
516,17,150,70,150,10,10
516,18,70,150,150,10,10
516,19,70,20,20,10,10
516,20,150,20,20,10,10
516,21,70,70,70,10,10
516,22,70,20,70,10,10
516,23,70,150,20,10,10
517,0,20,150,70,10,10
517,1,150,20,20,10,10
517,2,20,20,20,10,10
517,3,150,70,150,10,10
517,4,70,70,20,10,10
517,5,70,20,150,10,10
517,6,20,150,150,10,10
517,7,150,150,150,10,10
517,8,70,150,150,10,10
517,9,20,70,20,10,10
517,10,70,70,20,10,10
517,11,70,70,70,10,10
517,12,70,20,20,10,10
517,13,20,20,70,10,10
517,14,150,70,150,10,10
517,15,150,20,150,10,10
517,16,20,20,150,10,10
517,17,20,70,150,10,10
517,18,70,20,20,10,10
517,19,20,150,20,10,10
517,20,150,70,70,10,10
517,21,150,150,20,10,10
517,22,150,20,150,10,10
517,23,70,150,70,10,10
518,0,150,150,20,10,10
518,1,150,20,150,10,10
518,2,150,150,150,10,10
518,3,20,150,20,10,10
518,4,20,70,70,10,10
518,5,70,150,20,10,10
518,6,20,150,20,10,10
518,7,20,150,150,10,10
518,8,20,20,20,10,10
518,9,20,150,70,10,10
518,10,150,20,70,10,10
518,11,150,20,20,10,10
518,12,20,150,150,10,10
518,13,150,70,20,10,10
518,14,70,150,150,10,10
518,15,70,20,20,10,10
518,16,20,20,20,10,10
518,17,150,150,150,10,10
518,18,20,150,70,10,10
518,19,150,70,150,10,10
518,20,20,150,70,10,10
518,21,70,70,70,10,10
518,22,150,70,150,10,10
518,23,70,150,70,10,10
519,0,70,70,150,10,10
519,1,70,70,150,10,10
519,2,70,70,20,10,10
519,3,20,70,20,10,10
519,4,20,20,70,10,10
519,5,150,150,20,10,10
519,6,20,150,150,10,10
519,7,150,150,70,10,10
519,8,70,70,70,10,10
519,9,20,150,150,10,10
519,10,70,20,150,10,10
519,11,20,70,20,10,10
519,12,150,70,20,10,10
519,13,150,70,70,10,10
519,14,150,20,150,10,10
519,15,70,20,150,10,10
519,16,150,70,20,10,10
519,17,150,20,70,10,10
519,18,20,20,20,10,10
519,19,70,70,20,10,10
519,20,20,20,70,10,10
519,21,150,20,150,10,10
519,22,20,70,20,10,10
519,23,70,150,150,10,10
520,0,70,20,20,10,10
520,1,150,150,20,10,10
520,2,150,20,20,10,10
520,3,70,70,20,10,10
520,4,20,70,70,10,10
520,5,150,20,150,10,10
520,6,150,20,70,10,10
520,7,70,20,20,10,10
520,8,150,150,150,10,10
520,9,70,20,20,10,10
520,10,150,150,70,10,10
520,11,150,70,70,10,10
520,12,70,20,20,10,10
520,13,150,20,150,10,10
520,14,150,70,70,10,10
520,15,70,20,70,10,10
520,16,70,70,70,10,10
520,17,20,20,150,10,10
520,18,70,150,70,10,10
520,19,70,20,20,10,10
520,20,150,70,70,10,10
520,21,20,150,20,10,10
520,22,20,20,150,10,10
520,23,150,20,70,10,10
521,0,70,70,150,10,10
521,1,70,20,70,10,10
521,2,150,70,70,10,10
521,3,150,20,150,10,10
521,4,70,20,20,10,10
521,5,20,150,70,10,10
521,6,150,70,20,10,10
521,7,150,70,70,10,10
521,8,20,20,70,10,10
521,9,70,70,70,10,10
521,10,150,150,70,10,10
521,11,70,150,20,10,10
521,12,150,20,20,10,10
521,13,150,20,20,10,10
521,14,70,150,70,10,10
521,15,20,70,20,10,10
521,16,150,70,150,10,10
521,17,150,150,150,10,10
521,18,70,20,20,10,10
521,19,70,20,70,10,10
521,20,70,70,150,10,10
521,21,150,150,20,10,10
521,22,70,150,20,10,10
521,23,150,150,150,10,10
522,0,20,20,70,10,10
522,1,70,20,20,10,10
522,2,20,150,150,10,10
522,3,150,70,20,10,10
522,4,70,70,20,10,10
522,5,150,20,20,10,10
522,6,150,20,150,10,10
522,7,70,70,150,10,10
522,8,150,20,150,10,10
522,9,20,20,150,10,10
522,10,20,70,70,10,10
522,11,20,70,20,10,10
522,12,20,20,150,10,10
522,13,150,150,150,10,10
522,14,70,20,150,10,10
522,15,20,150,70,10,10
522,16,20,70,150,10,10
522,17,20,150,20,10,10
522,18,70,70,20,10,10
522,19,70,70,70,10,10
522,20,20,70,20,10,10
522,21,150,150,150,10,10
522,22,20,150,20,10,10
522,23,70,70,20,10,10
523,0,150,150,20,10,10
523,1,70,20,70,10,10
523,2,150,70,150,10,10
523,3,70,70,150,10,10
523,4,20,70,150,10,10
523,5,20,20,150,10,10
523,6,20,70,20,10,10
523,7,150,20,150,10,10
523,8,150,150,70,10,10
523,9,70,70,70,10,10
523,10,150,20,20,10,10
523,11,20,20,70,10,10
523,12,150,150,20,10,10
523,13,20,20,150,10,10
523,14,70,150,20,10,10
523,15,20,70,20,10,10
523,16,70,150,70,10,10
523,17,150,20,20,10,10
523,18,70,70,70,10,10
523,19,150,70,20,10,10
523,20,150,150,150,10,10
523,21,20,70,20,10,10
523,22,70,70,20,10,10
523,23,70,20,150,10,10
524,0,70,150,70,10,10
524,1,150,150,70,10,10
524,2,150,20,150,10,10
524,3,150,20,20,10,10
524,4,20,20,150,10,10
524,5,150,70,70,10,10
524,6,20,70,150,10,10
524,7,20,70,70,10,10
524,8,20,70,150,10,10
524,9,20,20,20,10,10
524,10,20,20,20,10,10
524,11,20,150,70,10,10
524,12,20,150,70,10,10
524,13,20,70,70,10,10
524,14,70,70,20,10,10
524,15,150,150,20,10,10
524,16,20,20,70,10,10
524,17,20,20,150,10,10
524,18,20,150,150,10,10
524,19,70,20,20,10,10
524,20,20,20,150,10,10
524,21,70,70,150,10,10
524,22,70,150,20,10,10
524,23,20,70,70,10,10
525,0,150,150,20,10,10
525,1,20,70,70,10,10
525,2,70,150,150,10,10
525,3,70,150,150,10,10
525,4,70,20,70,10,10
525,5,20,150,20,10,10
525,6,20,20,20,10,10
525,7,150,20,150,10,10
525,8,150,70,70,10,10
525,9,150,20,70,10,10
525,10,150,70,20,10,10
525,11,150,150,20,10,10
525,12,150,20,150,10,10
525,13,20,150,150,10,10
525,14,150,20,70,10,10
525,15,70,70,20,10,10
525,16,70,70,70,10,10
525,17,70,150,20,10,10
525,18,20,20,150,10,10
525,19,150,20,20,10,10
525,20,70,150,150,10,10
525,21,70,70,20,10,10
525,22,20,150,70,10,10
525,23,150,150,150,10,10
526,0,150,20,150,10,10
526,1,70,20,150,10,10
526,2,20,20,20,10,10
526,3,20,20,20,10,10
526,4,150,150,150,10,10
526,5,150,20,70,10,10
526,6,20,20,20,10,10
526,7,150,20,20,10,10
526,8,70,70,70,10,10
526,9,20,150,150,10,10
526,10,20,70,150,10,10
526,11,20,70,20,10,10
526,12,70,150,70,10,10
526,13,70,70,70,10,10
526,14,150,20,150,10,10
526,15,150,20,20,10,10
526,16,20,20,20,10,10
526,17,150,20,70,10,10
526,18,150,150,20,10,10
526,19,70,20,20,10,10
526,20,150,70,20,10,10
526,21,150,70,70,10,10
526,22,150,70,70,10,10
526,23,20,20,150,10,10
527,0,150,20,150,10,10
527,1,150,20,20,10,10
527,2,20,70,150,10,10
527,3,70,150,20,10,10
527,4,20,20,20,10,10
527,5,20,150,20,10,10
527,6,150,70,20,10,10
527,7,70,150,150,10,10
527,8,20,20,70,10,10
527,9,20,150,150,10,10
527,10,70,20,150,10,10
527,11,70,150,20,10,10
527,12,150,70,70,10,10
527,13,150,20,20,10,10
527,14,20,150,20,10,10
527,15,20,150,20,10,10
527,16,20,20,20,10,10
527,17,20,150,70,10,10
527,18,20,20,20,10,10
527,19,70,150,20,10,10
527,20,20,70,70,10,10
527,21,150,20,150,10,10
527,22,70,70,150,10,10
527,23,70,20,70,10,10
528,0,70,150,70,10,10
528,1,150,20,150,10,10
528,2,20,150,20,10,10
528,3,70,70,20,10,10
528,4,150,150,20,10,10
528,5,20,70,70,10,10
528,6,70,20,20,10,10
528,7,150,150,150,10,10
528,8,70,70,70,10,10
528,9,150,20,150,10,10
528,10,70,150,150,10,10
528,11,20,150,70,10,10
528,12,20,150,20,10,10
528,13,20,20,20,10,10
528,14,20,150,150,10,10
528,15,150,150,70,10,10
528,16,70,150,20,10,10
528,17,70,70,20,10,10
528,18,150,150,20,10,10
528,19,150,70,20,10,10
528,20,70,70,70,10,10
528,21,150,150,70,10,10
528,22,150,20,70,10,10
528,23,150,20,20,10,10
529,0,150,20,70,10,10
529,1,20,70,20,10,10
529,2,150,150,20,10,10
529,3,20,20,150,10,10
529,4,70,150,70,10,10
529,5,150,70,70,10,10
529,6,70,70,70,10,10
529,7,70,20,70,10,10
529,8,20,20,70,10,10
529,9,70,70,150,10,10
529,10,150,70,20,10,10
529,11,150,70,70,10,10
529,12,20,20,20,10,10
529,13,20,70,70,10,10
529,14,20,70,70,10,10
529,15,70,20,70,10,10
529,16,20,20,70,10,10
529,17,70,70,150,10,10
529,18,150,70,150,10,10
529,19,70,20,150,10,10
529,20,20,70,150,10,10
529,21,70,20,150,10,10
529,22,150,20,20,10,10
529,23,150,20,70,10,10
530,0,150,150,70,10,10
530,1,70,70,20,10,10
530,2,150,70,150,10,10
530,3,20,20,150,10,10
530,4,20,70,150,10,10
530,5,70,20,70,10,10
530,6,20,70,70,10,10
530,7,150,150,150,10,10
530,8,20,150,70,10,10
530,9,70,70,150,10,10
530,10,20,70,150,10,10
530,11,150,20,20,10,10
530,12,150,150,20,10,10
530,13,70,150,70,10,10
530,14,70,70,20,10,10
530,15,150,20,20,10,10
530,16,70,70,70,10,10
530,17,20,150,20,10,10
530,18,20,70,150,10,10
530,19,150,20,150,10,10
530,20,20,150,150,10,10
530,21,70,20,150,10,10
530,22,150,70,20,10,10
530,23,150,150,70,10,10
531,0,70,150,70,10,10
531,1,70,20,20,10,10
531,2,150,70,20,10,10
531,3,150,70,70,10,10
531,4,150,70,20,10,10
531,5,20,70,70,10,10
531,6,20,20,150,10,10
531,7,150,70,150,10,10
531,8,70,20,150,10,10
531,9,20,70,150,10,10
531,10,150,70,150,10,10
531,11,70,150,70,10,10
531,12,70,70,20,10,10
531,13,70,20,150,10,10
531,14,70,150,20,10,10
531,15,70,20,150,10,10
531,16,150,150,20,10,10
531,17,70,150,150,10,10
531,18,150,70,150,10,10
531,19,70,150,20,10,10
531,20,20,70,150,10,10
531,21,70,20,20,10,10
531,22,150,20,150,10,10
531,23,150,20,20,10,10
532,0,70,150,70,10,10
532,1,70,70,70,10,10
532,2,20,20,150,10,10
532,3,70,20,150,10,10
532,4,150,20,70,10,10
532,5,150,20,70,10,10
532,6,150,70,150,10,10
532,7,150,20,150,10,10
532,8,20,20,20,10,10
532,9,70,70,70,10,10
532,10,70,70,20,10,10
532,11,20,20,20,10,10
532,12,70,20,150,10,10
532,13,20,70,70,10,10
532,14,20,150,20,10,10
532,15,150,150,150,10,10
532,16,150,150,70,10,10
532,17,70,70,20,10,10
532,18,20,20,20,10,10
532,19,20,70,20,10,10
532,20,70,20,70,10,10
532,21,150,70,70,10,10
532,22,70,70,70,10,10
532,23,150,20,70,10,10
533,0,70,20,150,10,10
533,1,150,20,20,10,10
533,2,150,70,20,10,10
533,3,150,70,70,10,10
533,4,70,70,20,10,10
533,5,70,20,20,10,10
533,6,20,150,70,10,10
533,7,150,20,150,10,10
533,8,150,150,150,10,10
533,9,20,70,20,10,10
533,10,70,70,150,10,10
533,11,20,70,150,10,10
533,12,70,20,20,10,10
533,13,150,70,20,10,10
533,14,70,20,70,10,10
533,15,70,150,20,10,10
533,16,70,150,150,10,10
533,17,20,70,150,10,10
533,18,20,150,70,10,10
533,19,150,70,150,10,10
533,20,20,20,70,10,10
533,21,20,70,70,10,10
533,22,150,70,20,10,10
533,23,150,20,70,10,10
534,0,70,20,150,10,10
534,1,70,20,150,10,10
534,2,150,150,150,10,10
534,3,150,70,150,10,10
534,4,150,150,20,10,10
534,5,150,20,70,10,10
534,6,70,150,20,10,10
534,7,70,150,150,10,10
534,8,70,20,150,10,10
534,9,70,20,20,10,10
534,10,70,70,70,10,10
534,11,70,70,150,10,10
534,12,150,70,150,10,10
534,13,20,150,70,10,10
534,14,70,20,150,10,10
534,15,70,70,20,10,10
534,16,150,20,20,10,10
534,17,70,20,70,10,10
534,18,70,20,150,10,10
534,19,70,70,20,10,10
534,20,20,70,70,10,10
534,21,20,70,70,10,10
534,22,150,70,20,10,10
534,23,150,70,150,10,10
535,0,150,70,150,10,10
535,1,20,70,150,10,10
535,2,70,150,20,10,10
535,3,20,20,20,10,10
535,4,20,150,20,10,10
535,5,150,70,70,10,10
535,6,20,150,20,10,10
535,7,20,20,20,10,10
535,8,70,150,150,10,10
535,9,20,70,70,10,10
535,10,20,20,20,10,10
535,11,150,20,70,10,10
535,12,70,70,20,10,10
535,13,150,150,70,10,10
535,14,150,70,150,10,10
535,15,70,70,20,10,10
535,16,150,150,20,10,10
535,17,150,70,150,10,10
535,18,20,150,70,10,10
535,19,70,20,20,10,10
535,20,150,20,150,10,10
535,21,20,70,70,10,10
535,22,150,20,150,10,10
535,23,150,20,20,10,10
536,0,70,150,20,10,10
536,1,70,70,20,10,10
536,2,70,70,70,10,10
536,3,70,70,20,10,10
536,4,70,150,150,10,10
536,5,20,150,20,10,10
536,6,150,150,70,10,10
536,7,20,20,20,10,10
536,8,150,20,20,10,10
536,9,20,20,70,10,10
536,10,150,150,20,10,10
536,11,70,70,70,10,10
536,12,20,20,150,10,10
536,13,70,70,70,10,10
536,14,20,20,20,10,10
536,15,150,20,70,10,10
536,16,20,20,70,10,10
536,17,70,150,70,10,10
536,18,70,70,70,10,10
536,19,150,70,20,10,10
536,20,70,150,70,10,10
536,21,20,20,150,10,10
536,22,70,70,150,10,10
536,23,70,150,70,10,10
537,0,70,20,150,10,10
537,1,70,20,20,10,10
537,2,70,70,150,10,10
537,3,70,70,70,10,10
537,4,20,20,20,10,10
537,5,150,150,70,10,10
537,6,20,150,70,10,10
537,7,150,150,150,10,10
537,8,70,20,20,10,10
537,9,150,70,150,10,10
537,10,150,20,70,10,10
537,11,150,20,150,10,10
537,12,20,150,20,10,10
537,13,70,70,70,10,10
537,14,20,150,70,10,10
537,15,70,20,70,10,10
537,16,70,150,70,10,10
537,17,70,150,150,10,10
537,18,70,150,150,10,10
537,19,20,150,150,10,10
537,20,150,150,20,10,10
537,21,20,20,150,10,10
537,22,20,20,70,10,10
537,23,150,150,70,10,10
538,0,150,20,150,10,10
538,1,70,20,150,10,10
538,2,150,150,20,10,10
538,3,150,150,150,10,10
538,4,70,150,150,10,10
538,5,150,70,150,10,10
538,6,150,20,150,10,10
538,7,150,150,70,10,10
538,8,70,70,20,10,10
538,9,70,20,150,10,10
538,10,20,20,20,10,10
538,11,70,150,70,10,10
538,12,70,150,70,10,10
538,13,150,150,150,10,10
538,14,20,150,20,10,10
538,15,150,150,20,10,10
538,16,70,70,70,10,10
538,17,20,20,150,10,10
538,18,70,20,70,10,10
538,19,70,150,70,10,10
538,20,70,150,20,10,10
538,21,20,150,20,10,10
538,22,70,70,70,10,10
538,23,150,20,20,10,10
539,0,150,20,20,10,10
539,1,70,70,70,10,10
539,2,150,20,20,10,10
539,3,150,20,150,10,10
539,4,70,150,150,10,10
539,5,20,70,150,10,10
539,6,20,20,150,10,10
539,7,150,20,70,10,10
539,8,150,20,70,10,10
539,9,70,20,70,10,10
539,10,70,20,70,10,10
539,11,70,70,20,10,10
539,12,70,70,20,10,10
539,13,20,150,150,10,10
539,14,20,70,150,10,10
539,15,20,150,20,10,10
539,16,150,20,20,10,10
539,17,150,70,20,10,10
539,18,20,70,150,10,10
539,19,70,20,150,10,10
539,20,150,150,20,10,10
539,21,70,70,150,10,10
539,22,70,70,70,10,10
539,23,70,150,70,10,10
540,0,150,150,70,10,10
540,1,70,20,20,10,10
540,2,70,150,150,10,10
540,3,150,150,20,10,10
540,4,20,150,70,10,10
540,5,20,20,20,10,10
540,6,70,70,150,10,10
540,7,150,150,20,10,10
540,8,20,150,150,10,10
540,9,70,150,70,10,10
540,10,20,70,70,10,10
540,11,20,150,20,10,10
540,12,20,150,150,10,10
540,13,70,150,20,10,10
540,14,150,20,20,10,10
540,15,70,20,150,10,10
540,16,20,150,70,10,10
540,17,70,70,20,10,10
540,18,150,70,20,10,10
540,19,70,20,70,10,10
540,20,150,70,70,10,10
540,21,20,70,70,10,10
540,22,70,70,20,10,10
540,23,20,20,20,10,10
541,0,70,150,20,10,10
541,1,70,20,150,10,10
541,2,20,20,70,10,10
541,3,20,150,70,10,10
541,4,150,150,150,10,10
541,5,20,70,70,10,10
541,6,150,70,70,10,10
541,7,20,150,20,10,10
541,8,70,70,70,10,10
541,9,70,20,150,10,10
541,10,150,150,70,10,10
541,11,20,20,70,10,10
541,12,70,70,20,10,10
541,13,70,70,20,10,10
541,14,20,20,150,10,10
541,15,150,20,150,10,10
541,16,20,150,150,10,10
541,17,70,20,150,10,10
541,18,70,150,70,10,10
541,19,20,70,20,10,10
541,20,20,70,150,10,10
541,21,70,150,150,10,10
541,22,150,150,20,10,10
541,23,20,20,70,10,10
542,0,70,150,70,10,10
542,1,70,20,20,10,10
542,2,150,150,150,10,10
542,3,70,70,150,10,10
542,4,70,20,70,10,10
542,5,20,20,20,10,10
542,6,150,20,70,10,10
542,7,70,70,20,10,10
542,8,150,150,20,10,10
542,9,20,150,70,10,10
542,10,20,150,20,10,10
542,11,70,70,20,10,10
542,12,150,150,20,10,10
542,13,150,20,150,10,10
542,14,150,150,20,10,10
542,15,20,20,70,10,10
542,16,150,150,150,10,10
542,17,70,20,150,10,10
542,18,20,20,150,10,10
542,19,150,20,20,10,10
542,20,70,150,70,10,10
542,21,70,150,20,10,10
542,22,70,70,150,10,10
542,23,150,20,20,10,10
543,0,20,150,70,10,10
543,1,150,20,70,10,10
543,2,70,150,150,10,10
543,3,150,150,70,10,10
543,4,20,20,150,10,10
543,5,70,20,20,10,10
543,6,20,70,70,10,10
543,7,20,20,20,10,10
543,8,70,20,70,10,10
543,9,70,20,20,10,10
543,10,20,70,150,10,10
543,11,150,150,20,10,10
543,12,70,70,150,10,10
543,13,150,70,70,10,10
543,14,150,150,70,10,10
543,15,20,70,70,10,10
543,16,70,70,70,10,10
543,17,70,20,150,10,10
543,18,70,20,20,10,10
543,19,20,20,70,10,10
543,20,70,20,20,10,10
543,21,20,20,20,10,10
543,22,20,150,20,10,10
543,23,70,20,20,10,10
544,0,70,20,20,10,10
544,1,150,20,20,10,10
544,2,150,20,70,10,10
544,3,70,70,70,10,10
544,4,150,70,20,10,10
544,5,150,20,150,10,10
544,6,20,70,20,10,10
544,7,70,20,70,10,10
544,8,20,150,70,10,10
544,9,150,150,20,10,10
544,10,20,150,70,10,10
544,11,20,20,70,10,10
544,12,70,20,20,10,10
544,13,150,70,150,10,10
544,14,150,20,150,10,10
544,15,150,20,70,10,10
544,16,70,150,70,10,10
544,17,150,20,70,10,10
544,18,70,70,150,10,10
544,19,70,150,70,10,10
544,20,70,150,70,10,10
544,21,150,150,70,10,10
544,22,20,150,70,10,10
544,23,20,150,20,10,10
545,0,150,150,150,10,10
545,1,70,20,70,10,10
545,2,150,150,70,10,10
545,3,150,70,20,10,10
545,4,20,70,70,10,10
545,5,20,20,70,10,10
545,6,70,20,150,10,10
545,7,150,150,70,10,10
545,8,20,150,70,10,10
545,9,150,70,20,10,10
545,10,20,150,20,10,10
545,11,20,70,150,10,10
545,12,150,70,150,10,10
545,13,70,70,150,10,10
545,14,20,20,70,10,10
545,15,20,150,150,10,10
545,16,150,150,20,10,10
545,17,150,150,70,10,10
545,18,70,150,150,10,10
545,19,70,150,20,10,10
545,20,70,20,150,10,10
545,21,150,150,150,10,10
545,22,70,20,20,10,10
545,23,150,70,150,10,10
546,0,20,70,20,10,10
546,1,70,20,70,10,10
546,2,150,20,70,10,10
546,3,20,70,150,10,10
546,4,20,70,70,10,10
546,5,20,70,150,10,10
546,6,150,150,70,10,10
546,7,20,70,150,10,10
546,8,70,150,70,10,10
546,9,20,20,20,10,10
546,10,70,150,70,10,10
546,11,150,150,70,10,10
546,12,20,20,70,10,10
546,13,150,150,20,10,10
546,14,150,70,20,10,10
546,15,20,70,150,10,10
546,16,20,20,20,10,10
546,17,70,20,20,10,10
546,18,150,20,20,10,10
546,19,20,150,70,10,10
546,20,70,70,150,10,10
546,21,20,70,20,10,10
546,22,20,150,20,10,10
546,23,20,20,70,10,10
547,0,20,70,150,10,10
547,1,70,150,20,10,10
547,2,20,150,20,10,10
547,3,20,70,70,10,10
547,4,70,150,20,10,10
547,5,150,20,70,10,10
547,6,70,150,150,10,10
547,7,20,70,150,10,10
547,8,150,150,70,10,10
547,9,150,150,20,10,10
547,10,70,150,70,10,10
547,11,70,150,150,10,10
547,12,70,150,70,10,10
547,13,20,150,150,10,10
547,14,150,70,20,10,10
547,15,70,150,150,10,10
547,16,20,70,150,10,10
547,17,70,150,150,10,10
547,18,150,150,20,10,10
547,19,150,70,70,10,10
547,20,70,150,70,10,10
547,21,20,70,20,10,10
547,22,20,20,150,10,10
547,23,70,20,20,10,10
548,0,70,20,70,10,10
548,1,70,150,150,10,10
548,2,150,150,150,10,10
548,3,20,150,150,10,10
548,4,70,70,20,10,10
548,5,150,70,70,10,10
548,6,20,150,70,10,10
548,7,150,150,70,10,10
548,8,70,150,150,10,10
548,9,70,20,20,10,10
548,10,150,20,20,10,10
548,11,20,150,20,10,10
548,12,20,70,70,10,10
548,13,70,70,150,10,10
548,14,70,70,70,10,10
548,15,70,150,70,10,10
548,16,20,20,150,10,10
548,17,150,20,70,10,10
548,18,20,20,150,10,10
548,19,70,150,150,10,10
548,20,70,20,70,10,10
548,21,70,20,20,10,10
548,22,20,70,150,10,10
548,23,20,150,20,10,10
549,0,150,20,150,10,10
549,1,70,70,150,10,10
549,2,150,150,20,10,10
549,3,70,20,70,10,10
549,4,150,20,70,10,10
549,5,70,20,70,10,10
549,6,150,20,20,10,10
549,7,70,150,150,10,10
549,8,20,20,20,10,10
549,9,150,150,150,10,10
549,10,20,150,150,10,10
549,11,150,70,70,10,10
549,12,20,70,150,10,10
549,13,150,150,20,10,10
549,14,150,20,150,10,10
549,15,150,70,20,10,10
549,16,70,70,20,10,10
549,17,70,20,150,10,10
549,18,20,20,20,10,10
549,19,20,20,70,10,10
549,20,150,20,150,10,10
549,21,70,70,70,10,10
549,22,150,150,150,10,10
549,23,20,70,150,10,10
550,0,70,70,150,10,10
550,1,150,150,70,10,10
550,2,70,20,150,10,10
550,3,20,150,20,10,10
550,4,70,70,70,10,10
550,5,70,150,20,10,10
550,6,70,70,70,10,10
550,7,150,20,70,10,10
550,8,70,20,150,10,10
550,9,70,70,70,10,10
550,10,70,150,150,10,10
550,11,150,20,20,10,10
550,12,150,70,150,10,10
550,13,70,70,70,10,10
550,14,150,20,150,10,10
550,15,70,70,70,10,10
550,16,20,20,70,10,10
550,17,150,20,20,10,10
550,18,70,150,70,10,10
550,19,20,150,70,10,10
550,20,20,70,70,10,10
550,21,150,70,70,10,10
550,22,70,150,70,10,10
550,23,20,20,20,10,10
551,0,20,70,70,10,10
551,1,70,20,20,10,10
551,2,20,70,150,10,10
551,3,20,150,20,10,10
551,4,20,70,150,10,10
551,5,70,20,70,10,10
551,6,150,150,150,10,10
551,7,150,150,20,10,10
551,8,150,70,70,10,10
551,9,70,70,70,10,10
551,10,70,150,70,10,10
551,11,150,70,70,10,10
551,12,70,20,150,10,10
551,13,70,150,150,10,10
551,14,150,150,70,10,10
551,15,20,20,70,10,10
551,16,70,150,20,10,10
551,17,20,20,150,10,10
551,18,70,150,20,10,10
551,19,70,70,70,10,10
551,20,20,20,150,10,10
551,21,70,70,20,10,10
551,22,20,20,20,10,10
551,23,20,150,20,10,10
552,0,70,150,70,10,10
552,1,150,70,20,10,10
552,2,70,70,70,10,10
552,3,20,70,70,10,10
552,4,70,70,150,10,10
552,5,20,150,20,10,10
552,6,70,20,70,10,10
552,7,70,70,70,10,10
552,8,70,70,150,10,10
552,9,20,70,150,10,10
552,10,150,150,70,10,10
552,11,150,70,70,10,10
552,12,150,20,150,10,10
552,13,20,70,70,10,10
