hour,generation 1,generation 2,generation 3,wind generation 1,wind generation 2,load 1,load 2,load 3,epsilon 1,delta 1,epsilon 2,delta 2,epsilon 3,delta 3,epsilon 4,delta 4,epsilon 5,delta 5,epsilon 6,delta 6,transmission_up_binding_L1,transmission_down_binding_L1,transmission_up_binding_L2,transmission_down_binding_L2,transmission_up_binding_L3,transmission_down_binding_L3,transmission_up_binding_L4,transmission_down_binding_L4,transmission_up_binding_L5,transmission_down_binding_L5,transmission_up_binding_L6,transmission_down_binding_L6,transmission_up_binding_L7,transmission_down_binding_L7
12,103.06071812512269,0.0,23.689880991898235,7.92191244481381,23.765737334441432,9.902390556017261,79.21912444813809,69.31673389212082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
13,121.59520230969072,0.0,30.990332031884932,0.0,21.89062426631644,10.945312133158216,87.56249706526573,76.61718493210752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6488355226393632,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
14,121.63394816732172,0.0,31.040167033255344,0.0,21.904862838136566,10.95243141906828,87.61945135254624,76.66701993347796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6599246663788227,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
15,100.0,0.0,12.424986718327485,3.6786925187728046,16.586239891014312,8.293119945507152,66.34495956405722,58.051839618550076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
16,100.0,0.0,15.868403235237382,2.729590740292685,21.962591476949992,8.785036590779995,70.28029272623996,61.49525613545997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
17,100.0,0.0,16.97207211918024,1.7219935020251305,24.3891915660011,8.942703574200404,71.54162859360324,62.59892501940283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
18,100.0,0.0,13.806503663621935,0.0,22.041168482308372,8.490479509120645,67.92383607296516,59.43335656384451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19,100.0,0.0,13.248209200236158,0.0,21.323361315098268,8.410723157208393,67.28578525766714,58.875062100458756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
20,100.0,0.0,10.265126035505524,0.0,17.487968674730396,7.984568419389756,63.87654735511805,55.8919789357283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
21,100.0,0.0,0.0,0.0,0.0,6.243054303902135,49.94443443121708,43.70138012731495,0.0,0.0,0.11113113756583587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,100.0,0.0,10.0,0.0,12.448073856497246,7.653004616031079,61.22403692824863,53.571032312217554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,100.0,0.0,14.062058497749542,0.0,22.36973898332974,8.526987342567447,68.21589874053957,59.68891139797213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,100.0,0.0,15.654651171300323,0.0,24.417358135037905,8.754500581646147,70.03600465316917,61.28150407152303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,100.0,0.0,30.39008643600375,0.0,43.36291776108513,10.859562762318046,86.87650209854436,76.01693933622633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2,100.0,0.0,10.0,0.0,15.984507717672983,7.8740317323545606,62.992253858836484,55.11822212648193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,100.0,0.0,15.523794813100821,0.0,24.249114245924268,8.73580681618906,69.88645452951248,61.150647713323416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4,100.0,0.0,10.0,0.0,14.62774470804024,7.789234044252514,62.31387235402011,54.5246383097676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,100.0,0.0,10.0,0.0,4.22373026565478,7.138983141603416,57.111865132827326,49.972881991223915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,107.78363680335586,0.0,35.49301761742592,10.53504811917513,31.605144357525393,11.588552931092645,92.70842344874116,81.11987051764851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7,100.0,20.84473604122619,39.121005507855685,3.476556809354785,30.267092288599382,12.106836915439752,96.85469532351802,84.74785840807827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
8,100.0,26.047148612522065,36.716434476583984,0.0,23.52665353623046,11.763326768115228,94.10661414492182,82.3432873768066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9229916645070106,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
9,100.0,17.20610030491753,27.175414986055955,1.22302048158357,20.800647967508155,10.400323983754076,83.2025918700326,72.80226788627853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
10,100.0,37.11497070974494,50.95188990606576,0.0,27.593926516082384,13.796963258041188,110.3757060643295,96.57874280628833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.090624996765782,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
11,100.0,10.0,28.919979290071602,5.913866108214268,25.558913893815156,10.649547455756315,85.19637964605052,74.5468321902942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
12,100.0,10.0,14.708206084400336,0.0,13.200500166166357,8.619294140660417,68.95435312528333,60.335058984622925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
13,100.0,44.68636514528349,60.690232922364956,0.0,30.37631023502501,15.188155117512503,121.50524094010002,106.31708582258753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25757357752656,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
14,100.0,34.80705931626642,47.98344954910492,0.0,26.745800699807862,13.37290034990393,106.98320279923144,93.6103024493275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.430096033283673,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
15,100.0,51.70813745044885,69.72165082988906,0.0,32.956715351460474,16.478357675730233,131.82686140584187,115.34850373011164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.267219179885325,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
16,100.0,43.77774994800175,64.58420176918924,0.0,39.36109095336137,15.744436381344547,125.95549105075638,110.21105466941184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.187939430960426,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
17,100.0,0.0,16.920294511893125,1.6755953864042128,24.36901847225288,8.93530677315939,71.48245418527512,62.54714741211572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
18,100.0,0.0,30.3157634361504,10.72052404568532,32.54683557273129,10.84894519091043,86.79156152728343,75.942616336373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19,100.0,0.0,11.43121353398632,0.0,18.987224029919773,8.15115234774413,65.20921878195304,57.05806643420891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
20,100.0,0.0,18.540404951952425,0.0,28.127612995876166,9.166751121739287,73.3340089739143,64.16725785217501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
21,100.0,0.0,25.570695596556877,0.0,37.166558110367625,10.171078356682779,81.36862685346223,71.19754849677946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22,100.0,0.0,0.0,0.0,5.985201488586328,6.642164672330144,53.13731737864115,46.49515270631101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2894332686961402,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23,100.0,0.0,17.230764836531954,0.0,26.44378999033569,8.97965967667922,71.83727741343375,62.85761773675455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,100.0,0.0,13.445609230288078,0.0,21.577161353736436,8.438923161501526,67.5113852920122,59.07246213051067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,100.0,0.0,14.470215585235149,0.0,22.894512381525534,8.585295497922534,68.68236398338027,60.09706848545773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2,100.0,0.0,0.0,0.0,0.0,5.497627022626038,43.98101618100831,38.483389158382266,12.037967637983233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,100.0,0.0,10.0,0.0,2.291562107671112,6.966326985160316,55.730615881282525,48.764288896122196,0.0,0.0,0.0,0.0,0.0,0.0,0.8303303451060444,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False
4,100.0,0.0,24.138873229479163,2.103869290933551,33.22177434747707,9.966532304243122,79.73225843394498,69.76572612970185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5,100.0,12.117595627733266,47.46018691829237,13.298148545502135,39.894445636506404,13.298148545502135,106.38518836401708,93.08703981851495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6,100.0,22.122226957893858,45.537027839439034,5.196934657090436,35.51839509337465,13.023411534237374,104.18729227389899,91.16388073966162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
7,100.0,10.0,32.49470669942776,8.168301099897906,27.900556999875125,11.16022279995005,89.2817823996004,78.12155959965035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
8,100.0,35.165557522433375,48.444550675470104,0.0,26.877543878769337,13.438771939384669,107.51017551507735,94.07140357569268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.532698953481895,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
9,100.0,41.51719932085547,56.61404535393608,0.0,29.211685215473906,14.605842607736953,116.84674086189563,102.24089825415867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.350551833525776,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
10,100.0,35.75951765185303,49.20850340934752,0.0,27.095816088448604,13.547908044224302,108.38326435379442,94.83535630957012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.702691557939687,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
11,100.0,37.75487542775392,55.49087460773049,0.0,34.66893514558391,14.445389643993295,115.56311715194636,101.11772750795306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.211549122824406,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
12,100.0,10.0,31.166695735444367,8.032198756708588,26.32921667508581,10.970506947952423,87.76405558361938,76.79354863566695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
13,100.0,38.69114952360178,52.979174321775645,0.0,28.17315063485664,14.08657531742832,112.69260253942656,98.60602722199823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.541730598619015,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
14,100.0,47.39357747824045,64.17225496477033,0.0,31.371173675712267,15.685586837856134,125.48469470284907,109.79910786499293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.03238328697502,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
15,100.0,17.07628272176978,27.12041643161305,1.2978395102884623,20.784934094810186,10.392467047405093,83.13973637924074,72.74726933183565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
16,100.0,31.91833496821191,48.5961753733698,0.0,33.651081526283,13.4604326105132,107.6834608841056,94.22302827359239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2013299003464197,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
17,100.0,37.30328056646894,58.12644252723521,0.0,40.42336185485368,14.821899346779684,118.57519477423747,103.75329542745779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.297304599917105,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
18,103.38397693381765,0.0,35.23312074681045,11.551424806719007,34.654274420157016,11.551424806719007,92.41139845375206,80.85997364703304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19,100.0,0.0,27.88644821863928,5.137620472634554,35.00633386612469,10.50190015983741,84.01520127869928,73.51330111886186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
20,100.0,0.0,10.0,0.0,16.834239712790904,7.927139982049427,63.417119856395416,55.489979874345984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,100.0,0.0,17.919304302617668,0.0,27.329055018160208,9.07802245754861,72.62417966038888,63.546157202840256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22,100.0,0.0,35.155310560951946,1.8858595963977078,47.603774896763554,11.540309065882076,92.3224725270566,80.78216346117452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23,100.0,0.0,0.0,0.0,9.54775265004468,6.902839147558818,55.22271318047054,48.31987403291172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8976737108963789,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,100.0,0.0,10.0,0.0,2.6309250198189176,7.002351861478737,56.0188148918299,49.01646303035116,0.0,0.0,0.0,0.0,0.0,0.0,0.5932952361591425,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,100.0,0.0,14.494161953023339,0.0,22.92530056868178,8.588716407606563,68.70973126085251,60.12101485324594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2,100.0,0.0,10.0,0.0,2.3271878158678874,6.970108811887989,55.76087049510391,48.79076168321592,0.0,0.0,0.0,0.0,0.0,0.0,0.8054468256600383,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3,100.0,0.0,11.654185017356825,0.0,19.27390165139613,8.18300541679706,65.46404333437648,57.28103791757942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4,100.0,0.0,13.506145854808643,0.0,21.654994156691462,8.447571250718749,67.58057000574999,59.132998755031245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5,100.0,0.0,22.305315632802348,3.854425928529845,29.113786514153542,9.704595504717847,77.63676403774278,67.93216853302494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6,100.20378407682024,0.0,25.60066744889654,9.25032731806742,27.75098195420226,10.175360049874163,81.4028803989933,71.22752034911913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7,100.0,16.76414224884499,37.150285079451784,5.727195918218107,29.563263564169418,11.825305425667768,94.60244340534214,82.77713797967438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
8,100.0,21.36061505461694,30.688605424374202,0.0,21.80441666417051,10.902208332085255,87.21766665668204,76.31545832459679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5816961702024306,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
9,100.0,33.06890041731992,45.74782601649342,0.0,26.107051119061712,13.053525559530856,104.42820447624685,91.374678916716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.932631399618626,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
10,100.0,32.02411477183731,44.40402058133364,0.0,25.723106709016065,12.861553354508032,102.89242683606426,90.03087348155623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.633611609941441,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
11,100.0,10.0,19.07936163957152,0.0,18.820557308529427,9.2437449342563,73.9499594740504,64.7062145397941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
12,100.0,10.0,22.084936956933824,0.0,22.684868430852454,9.673112836736633,77.38490269389307,67.71178985715643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
13,100.0,26.868136660109677,37.772390983375104,0.0,23.828355395313636,11.914177697656818,95.31342158125454,83.39924388359772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1579601237106316,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
14,100.0,27.2240215908853,38.23013090958452,0.0,23.959138231373455,11.979569115686727,95.83655292549382,83.85698380980709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2598151191443265,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
15,100.0,21.2790252087328,30.583664397641087,0.0,21.774433513675337,10.887216756837669,87.09773405470135,76.21051729786367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5583449893534606,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
16,100.0,34.558912420288365,52.156015557388066,0.0,34.922453020575226,13.968981208230092,111.75184966584074,97.78286845761065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8663183334297997,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
17,100.0,12.838713745911036,40.74898663212008,10.189865488488758,33.652924493120516,12.339405647477525,98.7152451798202,86.37583953234267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
18,100.0,0.0,18.29072402965075,0.41334741154271,27.393247255660004,9.131082418553333,73.04865934842667,63.91757692987334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19,100.0,0.0,0.0,0.0,0.0,5.492985261374592,43.94388209099674,38.450896829622145,0.0,0.0,12.112235818006532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,100.0,0.0,0.0,0.0,5.734885870138083,6.623848895370529,52.99079116296423,46.3669422675937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24669645579037014,False,False,False,False,True,False,False,False,False,False,False,False,False,False
21,100.0,0.0,16.561974151100525,0.0,25.58391625192374,8.884118150189018,71.07294520151214,62.188827051323116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22,100.0,0.0,10.978267822344337,0.0,18.404865257808627,8.08644581750956,64.69156654007648,56.60512072256692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23,100.0,0.0,15.11350619056705,0.0,23.721600302666577,8.677194155827111,69.41755324661689,60.74035909078978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,100.0,0.0,10.0,0.0,4.120548884288823,7.132534305268051,57.06027444214441,49.92774013687635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,100.0,0.0,13.663567327406694,0.0,21.85739319288896,8.47006003251847,67.76048026014776,59.29042022762928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2,100.0,0.0,34.63448884475049,1.523144472614534,47.296862099716286,11.465905963567584,91.72724770854067,80.26134174497308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3,100.0,0.0,37.16412776579503,3.284857292627741,48.78754217818898,11.827282952288236,94.61826361830589,82.79098066601765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4,100.0,0.0,21.683616506209457,0.11628051495328508,32.052604479253354,9.615781343776007,76.92625075020806,67.31046940643205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5,100.0,10.0,43.70262241913309,12.194974602527418,38.284060851152425,12.761353617050808,102.09082893640647,89.32947531935567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6,100.0,12.090784390362328,40.363236486376955,10.59212263551439,33.502632228545274,12.284298483799935,98.27438787039948,85.99008938659955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
7,100.0,27.81705911364384,43.06712467979713,0.0,31.67642056429277,12.670568225717107,101.36454580573685,88.69397758001975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16848725373994217,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
8,100.0,24.01918532354112,34.108063944484755,0.0,22.781404812773516,11.390702406386756,91.12561925109405,79.7349168447073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.342584421388682,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
9,100.0,33.98660638035707,46.928181304049275,0.0,26.44429548693482,13.222147743467408,105.77718194773927,92.55503420427186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.195280724137356,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
10,100.0,38.382743808873215,52.58250226040259,0.0,28.059815760178623,14.02990788008931,112.23926304071448,98.20935516062517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.453464251974524,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
11,100.0,22.36604959591526,37.52829359643411,1.6642271440121696,28.51033594171086,11.879306642379523,95.03445313903619,83.15514649665667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
12,100.0,0.0,10.0,0.0,7.794702671975315,7.362168916998457,58.89735133598766,51.5351824189892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,123.5442800015179,0.0,33.497239747506725,0.0,22.60688361363695,11.303441806818475,90.4275344545478,79.12409264772933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2066655464301423,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
14,105.34811969886047,0.0,20.380863035114093,6.286449136698728,18.85934741009619,9.429673705048094,75.43738964038475,66.00771593533666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
15,135.24382987566665,0.0,48.54522473636712,0.0,26.90630789616849,13.453153948084243,107.62523158467394,94.1720776365897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.555100661145612,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
16,141.86201699068894,0.0,62.001545783117884,0.0,38.43871381547874,15.375485526191497,123.00388420953198,107.62839868334049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7054918297784085,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
17,106.43745899524785,0.0,33.736141494979854,10.306882388987326,30.92064716696198,11.33757062788606,90.70056502308849,79.36299439520243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
